CODIGO;COD.LABO;DESCRIPCION;FEC.VCTO;PRINCIPIO.ACTIVO; PREC.CAJA
30221;DNY;METREXOL 500MG/100ML SPP X 100ML;30/01/2027;METRONIDAZOL; S/ 3.50 
29775;LAP;METRODIL OVULO 500MG X 10;31/03/2027;; S/ 18.00 
27509;SHE;METROFEM X 10 OVULOS;30/04/2028;METRONIDAZOL; S/ 17.50 
21591;LAP;METRONIDAZOL 125MG/5ML JBE  60ML;31/08/2026;METRONIDAZOL; S/ 3.50 
6587;LAP;METRONIDAZOL 250MG/5ML SUSP.ORAL X 120ML;31/01/2028;METRONIDAZOL; S/ 5.50 
23362;LAP;METRONIDAZOL 500MG X10 OVULOS;28/02/2029;METRONIDAZOL; S/ 5.50 
31033;MED;METROZOL NF CJA X 6 OVULOS;31/05/2026;METRONIDAZOL+CLOTRIMAZOL; S/ 45.00 
31112;ROXF;MICOMISIL 1 CR X 20 GR - TERBINAFINA;30/09/2029;TERBINAFINA CLORHIDRATO; S/ 10.00 
124;LAP;MICROGYNON X 21 GRAGEAS;31/10/2027;LEVONORGESTREL+ETINILESTRADIOL; S/ 8.00 
6004;VAR;MICROPUR X 60 TABLETAS;30/06/2026;CLORURO SODICO DE PLATA; S/ 110.00 
31513;LPC;MIDOL EXTRA FUERTE X 100 TAB.RECUBIERTAS;30/04/2028;IBUPROFENO+PARACETAMOL; S/ 135.00 
27944;LDL;MIGRA DEL CJA 100 TAB;31/01/2028;PARACETAMOL+AC.ACETTIL+CAFEINA; S/ 65.00 
26522;MOK;MIGRALIVIA X 100 TAB;31/10/2026;PARACETAMOL+AC.ACETTIL+CAFEINA; S/ 40.00 
25880;GRF;MILPAX F CEREZA X 360ML;31/01/2028;ALGIN SOD+BICAR SOD+CARB CALC; S/ 49.00 
27521;GEN;MINOCICLINA 100MG X 10 CAP;30/03/2027;MINOCICLINA CLORHIDRATO; S/ 22.00 
29123;AC;MINOCICLINA 100MG X 50TAB;31/08/2026;MINOCICLINA; S/ 30.00 
28706;MOM;MINOXIDIL 5% SOL CUTANEA X 60ML;30/11/2027;MINOXIDIL; S/ 37.00 
31000;GEN;MINOXIDIL 5% SOL CUTANEA X 60ML;31/10/2026;MINOXIDIL; S/ 30.00 
27625;LDL;MIODEL RELAX NF CAJA X 100 TABLETAS REC;31/07/2028;ORFENADRINA+PARACETAMOL; S/ 75.00 
22739;MAR;MIOFEDROL RELAX PLUS NF X 100COM.REC;30/06/2027;ORFENADRINA CITRAT+PARACETAMOL; S/ 111.00 
30303;BNH;MISULONA 200MG X 10 CAP BLAND;31/05/2028;PROGESTERONA; S/ 16.50 
27380;GEN;MOMETASONA FUROATO 1% CREMA X 15G;31/07/2028;MOMETASONA; S/ 12.00 
29133;VTP;MONTELUKAST  4MG X100 TAB;31/08/2027;MONTELUKAST SODICO; S/ 24.00 
28519;VTP;MONTELUKAST 10MG X100 TAB;31/12/2027;MONTELUKAST SODICO; S/ 30.50 
27065;LBF;MUCOASMAT 200MG 30 SOBRES;30/09/2027;ACETILCISTEINA; S/ 30.00 
26216;EUR;MUCOCAR 600MG X 20 SOBRES 3GR;30/01/2029;ACETILCISTEINA; S/ 55.00 
26157;ROXF;MUCOCETIL 100MG/5ML JBE X 120ML;30/01/2029;ACETILCISTEINA; S/ 12.50 
330;SOF;MUCOSOLVAN COMP ADUL JBE 120ML;31/07/2027;AMBROXOL+CLENBUTEROL; S/ 25.00 
20698;SOF;MUCOSOLVAN COMP PEDT JBE 120ML;28/02/2027;AMBROXOL+CLENBUTEROL; S/ 23.50 
329;SOF;MUCOSOLVAN JBE ADULTS 120ML.;31/03/2027;AMBROXOL; S/ 22.50 
6401;ROXF;MUCOTRIM DILAT JARABE X 120ML;30/09/2028;AMBROXOL+CLENBUTEROL; S/ 13.00 
23199;ROXF;MUCOTRIM FORTE 30MG/5ML 100ML JARABE;31/05/2028;AMBROXOL; S/ 10.00 
6065;ROXF;MUCOTRIM GOTAS X 20 ML FRASCO;31/07/2028;AMBROXOL; S/ 11.50 
372;HER;MUCOVIT CREMA X 30GR;30/11/2027;VITA.A+ALFA TOCOFEROL+PANTENOL; S/ 24.00 
25428;HER;MUCOVIT HRS JARABE X 110ML;31/05/2027;POLIVITAMINI/PROT.PIEL/MUCOSA; S/ 30.50 
31045;HER;MUCOVIT PLUS GTS FCO X 15ML;30/11/2027;; S/ 28.00 
28858;CFM;MULCEROL 40MG X 30 TAB(ESOMEPRAZOL);31/10/2028;ESOMEPRAZOL; S/ 13.00 
29202;MED;MULTI CONFORT SOLUC. FCO X 60ML;31/12/2028;SOLUCION MULTIPROPOSITO; S/ 15.30 
31210;MED;MULTI CONFORT SOLUC.FCO X 120ML;30/06/2028;SOLUCION MULTIPROPOSITO; S/ 25.50 
5019;FIN;MULTIBIOTICOS NARANJA X 50 SOBRES;30/10/2027;ANALGESIC/BUCOFARINGEO/ANTIFLA; S/ 134.00 
1604;FIN;MULTIDERM CREMA X 10 GR.;30/09/2027;BETAMETA+GENTAMICINA+CLOTRIMAZ; S/ 13.00 
20729;IQF;MUPIROCINA 2 UNG DERM X 15G;30/06/2028;MUPIROCINA; S/ 11.00 
28885;AC;MUPIROCINA 2 UNGUENTO X 15GR;31/01/2028;MUPIROCIN AL 2%; S/ 12.50 
27394;LAP;MUPIROTRIM 2 CREMA X 20G;30/09/2026;MUPIROCINA; S/ 12.50 
29146;AC;MUPIROX 2 CREMA X 15 G.;31/03/2027;MUPIROCIN AL 2%; S/ 35.50 
20726;AC;MUPIROX 2 UNGT 15 G.;31/01/2027;MUPIROCIN AL 2%; S/ 23.00 
20723;TEC;MUTUM 150MG X 4 CAP;30/11/2027;; S/ 21.50 
2014;SAV;MUXOL 15MG/5ML PED JBE 100ML;31/01/2027;AMBROXOL; S/ 13.00 
2118;SAV;MUXOL 30MG/5ML ADU JBE 100ML;31/01/2027;AMBROXOL; S/ 13.00 
815;PFI;MYLANTA DOS FRESA SUSP 240ML;30/11/2026;ALUMINIO+MAGNESIO+SIMETICONA; S/ 29.00 
4533;PFI;MYLANTA DOS MENTA SUSP 240ML;31/07/2026;ALUMINIO+MAGNESIO+SIMETICONA; S/ 29.00 
30382;MAR;MYSTOL 200MCG X 30 TAB (MISOPROSTOL);28/02/2027;MISOPROSTOL; S/ 40.00 
31287;VTP;NAPROXENO 550MG CJA X 100 TAB REC;31/05/2028;; S/ 23.00 
2906;FIN;NAPROXENO 550MG X100 TAB;30/06/2027;NAPROXENO; S/ 24.50 
2981;LAP;NAPROXENO SODICO 275MG X 100 TAB;31/07/2028;NAPROXENO SODICO; S/ 14.00 
5368;LAP;NAPROXENO SODICO 550MG X 100 TAB REC;31/03/2028;NAPROXENO SODICO; S/ 22.00 
27459;LAP;NAPROXPORT 550MG X100 TABLETAS;31/07/2028;NAPROXENO; S/ 30.50 
6682;ELI;NASALER PLUS CL GOTAS X 15ML.;31/01/2029;CLOFIBRATO DE ETOFILINA; S/ 19.40 
6260;ELI;NASALER PLUS CL JARABE X 60ML;31/07/2028;CLORFENAMINA+PSEUDOEFEDRINA; S/ 18.00 
27165;BAG;NASTIZOL ANTI.FORTE X 150COMP.;31/10/2028;PARACETAM+FENILEFRI+CLORFENAMI; S/ 190.00 
21910;BAG;NASTIZOL JUNIOR NF ANTIG X 150 COMP;31/03/2027;PARACETAM+CLORFENAM+FENILEFRIN; S/ 95.00 
26029;MIN;NEBILET 5MG X 28 COMP;31/10/2026;NEBIVOLOL; S/ 139.00 
30571;MIN;NEBILET HCT 5/12.5MG X 14 COMP REC;30/06/2026;NEBIVOLOL+HIDROCLOROTIAZIDA; S/ 56.00 
31384;HER;NEO CHARCOT 20% UNG. POTE X 100GR;30/09/2026;SALICILATO DE METILO.; S/ 20.00 
29197;ELI;NEO NISOPREX 15MG/5ML FCO X60ML;30/11/2027;PREDNISOLONA; S/ 23.00 
29335;ELI;NEO SILENAI EXPECTORANTE SOL.ORAL X 120ML;30/09/2028;DEXTROME+GUAIFENESINA+FENILEFR; S/ 20.00 
28587;ELI;NEO SILENAI JARABE X120ML;30/06/2027;DEXTROME+CLORFENA+FENILEFRINA; S/ 20.00 
29334;ELI;NEO SILENAI PEDIATRICO F JBE X 120ML;30/09/2027;DEXTROMETORFANO+FENILEFRINA; S/ 22.00 
21002;DPS;NEONYPOL X12 CAPS/VAGINALES.;23/09/2027;NEOMICIN+NISTATIN+POLIMIXINA B; S/ 33.50 
29014;MER;NEUROBION 5000 X 60 TAB REC;30/11/2027;TIAMINA+PIRIDOXINA+CIANOCOBALA; S/ 215.00 
33659;PGP;NEUROBION ADVANCE CJA X 90TAB.REC.;30/04/2028;TIAMINA+PIRIDOXINA+CIANOCOBALA; S/ 250.00 
31088;BAG;NEURODIOXAFLEX X 208 CAP;31/08/2027;; S/ 414.50 
31201;MAR;NEUROFOR 5000 TRIPLE INYE. 10AMP X 3ML;30/11/2026;CLOR.TIA+CLOR.PIRID+CIANOCO; S/ 90.00 
31327;LPC;NEUROPRESS 5000 X 60TAB. REC;30/11/2027;VITAMINA B1+B6+B12; S/ 114.00 
27659;BAG;NICOMUSSE LAVADO FEMENINO X 200ML;31/08/2027;MANZANILLA+LACTICO ACIDO; S/ 23.50 
1394;SAV;NICOTEARS 3-1MG/ML SOL.OFTAL X 20ML;31/12/2028;HIPROMELOSA DEXTRAN; S/ 27.50 
6928;GEL;NIKZON CAJA X 90 TABLETAS MAST;31/12/2027;RUSCUSACULEATU+LACTOBA+AC.ASCO; S/ 90.00 
22996;ROXF;NISOFLAM 5MG/5ML SUSP X 100ML;31/05/2027;PREDNISONA; S/ 12.00 
25759;ELI;NISOPREX 5MG/5ML SUSP.ORAL X 120ML;30/09/2028;PREDNISONA; S/ 23.00 
28728;ROXF;NISTAFEM OVULO CJA X 100;31/08/2027;METRONIDAZOL + NISTATINA; S/ 204.00 
30832;GRU;NISTAGLOS UNGUENTO X 15GR;31/07/2026;NISTATINA-OXIDO ZINC; S/ 28.00 
29435;ROXF;NISTAMUG NISTATINA GTAS FCO X 12ML;31/01/2029;NISTATINA; S/ 13.00 
31159;MED;NISTAZINC NF UNG X 15GR;30/09/2027;NISTATINA; S/ 19.00 
28958;LAP;NITOXADIN 100MG/5ML FRASCO X 60ML;30/12/2027;NITAZOXANIDA; S/ 6.50 
6078;QUI;NODIAL CREMA 10GR;31/10/2027;BETAMETA+GENTAMICINA+CLOTRIMAZ; S/ 5.00 
25767;FIN;NOFERTYL 50MG+5MG IM X 1AMP.1ML +JER;30/01/2028;NORETISTERONA+ESTRADIOL; S/ 13.00 
29093;AC;NOGESTROL 1.5MG CAJA X 1TAB;31/07/2028;LEVONORGESTREL; S/ 2.50 
22155;ELI;NONPIRON FRESA 100MG/5ML SUSP.ORAL X 60ML;30/10/2027;IBUPROFENO; S/ 8.70 
4716;ELI;NONPIRON PLATANO 100MG/5ML SUSP.ORAL X 60ML;28/02/2027;IBUPROFENO; S/ 8.70 
21266;LIP;NORFLOLIP 400MG X100 TAB;31/08/2027;NORFLOXACINO; S/ 32.00 
26468;PFA;NORIFAM CAJA X 1 AMP;31/07/2028;NORETISTERONA+ESTRADIOL; S/ 10.50 
31152;MWC;NORMAGUT 250MG X 10 CAPSULAS;24/09/2028;SACCHAROMYCES BOULARDI; S/ 28.00 
79;HER;NOTIL CREMA X10 GRAMOS;30/01/2027;BETAMETA+GENTAMICINA+CLOTRIMAZ; S/ 13.00 
20823;SGC;NOTIZOL B CREMA X 20 GRAMOS;30/11/2027;CLOTRIMAZOL+GENTAMICINA+BETAME; S/ 4.50 
25779;SOF;NOVALGINA 250MG/5ML JBE X 100ML;31/08/2028;DIPIRONA; S/ 13.50 
28585;SOF;NOVALGINA 500MG X 50 TAB;31/07/2028;DIPIRONA; S/ 19.50 
25185;AC;NOVOCORTIL 1% CREMA X 20GR;31/12/2027;HIDROCORTISONA; S/ 29.00 
25985;AC;NOVOCORTIL L NF CREMA X 15GR + CANULA;28/02/2028;HIDROCORTISONA+LIDOCAINA; S/ 24.00 
26091;TEC;NULYTELY S/CEREZA X 4 SOBRES;31/10/2027;EVACUANTE INTESTINAL; S/ 144.48 
30895;PFA;NUPROHEM JARABE 500ML;31/07/2027;; S/ 20.00 
31328;DPS;OMEGA 3 1000MG. CAPS.BLAN FCO X 60;31/10/2028;OMEGA; S/ 30.00 
33606;LAP;OMEPRALIV 20MG X 28CAP.LIB.RETAR.;31/10/2028;OMEPRAZOL; S/ 7.50 
22870;LAP;OMEPRAZOL 20MG 100 CAP;31/10/2028;OMEPRAZOL; S/ 9.00 
25158;FIN;OMEPRAZOL 20MG 100 CAP;31/01/2028;OMEPRAZOL; S/ 10.50 
31478;AC;OMEPRAZOL 20MG X 100 CAP.LIB.RETARDADA;30/06/2028;OMEPRAZOL; S/ 10.00 
31343;GME;OMEPRAZOL 20MG X 100CAP;29/02/2028;OMEPRAZOL; S/ 8.50 
33652;DNY;OMEPRAZOL 40MG PPS.PER.X10VIALES I.V;30/09/2028;OMEPRAZOL; S/ 20.00 
30556;DDA;OMEPRAZOL 40MG PPS.PER.X10VIALES I.V.;30/03/2027;OMEPRAZOL; S/ 20.00 
30417;THEF;OMISWISS 20 X 100 CAPS;30/04/2028;OMEPRAZOL; S/ 9.00 
29439;DPS;ORAMIN-F X 30 CAPS;14/04/2028;MULTIVITAMINICO; S/ 25.50 
6878;FIN;ORFENADRINA CITRATO 100MG X 100TAB.LIB.PROL;31/07/2027;ORFENADRINA; S/ 19.50 
28020;PRL;OSTEOBONE D FORTE X 30 COM;31/08/2027;CALCIO CITRATO+VITAMINA D; S/ 20.00 
29400;HER;OSTEOVIT JUNIOR FRESA JBE X 180ML;31/08/2027;CRECIMIE/DESARROLL-FISICO/MENT; S/ 33.00 
22333;HER;OSTEOVIT JUNIOR PLATA JBE 180ML;31/05/2028;CRECIMIE/DESARROLL-FISICO/MENT; S/ 32.50 
29712;HER;OSTEOVIT MAX FRESA X 180ML;31/08/2026;CRECIMIE/DESARROLL-FISICO/MENT; S/ 40.00 
25930;HER;OSTEOVIT POLVO VAIN 330GR;30/06/2027;CRECIMIE/DESARROLL-FISICO/MENT; S/ 55.50 
5022;LAI;OTIDOL NF SOL OTICA 5ML;30/11/2028;NEOMIC+POLIMIXI B+HIDROCO+LIDO; S/ 9.00 
4368;LUK;OTOZAMBON NF SOL OTICA X 10ML GTS;30/04/2027;POLIM+NEOM+FLUD ACET+LIDOC CLO; S/ 17.00 
29633;DDA;OXACILINA 1GR/IV X 10AMP;30/11/2027;OXACILINA; S/ 30.00 
895;LFT;PALATOX FCO X 120ML - DEXTROMETORFANO;30/11/2027;DEXTROMETORFANO; S/ 6.70 
21687;HER;PALDOLOR EXTRA FORTE F X 200 TAB;30/09/2027;IBUPROFENO+PARACETAMOL; S/ 107.00 
4442;TEV;PALTOMIEL JBE ADULTO X 200ML;01/10/2027;FLUIDIFICANTE.ANTITUSIVO.EXPEC; S/ 23.00 
6280;HAL;PANADOL 500MG X 24TAB.EFERVECENTES;30/04/2029;PARACETAMOL+SODIO BICARBONATO; S/ 26.50 
30319;HAL;PANADOL ADULTO 500MG X 104 TAB.;28/02/2027;PARACETAMOL; S/ 61.00 
29330;HAL;PANADOL ANTIGRIPAL NF X 104 TAB;31/03/2027;PARA+CLOH FENILE+CLORF MALEAT; S/ 123.00 
31215;HAL;PANADOL FORTE X 56 TABLETAS;28/02/2027;PARACETAMOL+CAFEINA; S/ 54.00 
2366;HAL;PANADOL GOTAS 100MG/ML X 15ML;31/03/2027;PARACETAMOL; S/ 16.40 
251;HAL;PANADOL INFANTIL 80MG X 100 TAB.MASTICABLES;31/03/2027;PARACETAMOL; S/ 66.50 
252;HAL;PANADOL JARABE 160MG/5ML X 60ML;31/01/2027;PARACETAMOL; S/ 16.00 
30349;MAR;PANTODERM CREMA X 30GR -DEXPANTENOL;31/03/2027;DEXPANTENOL; S/ 15.80 
31087;LAP;PANTOPRAZOL 40MG X 30 TAB LIB PROL;31/12/2027;PANTOPRAZOL; S/ 12.00 
25017;LAP;PARACETAMOL 100MG/ML GOTAS 10ML;31/08/2027;PARACETAMOL; S/ 2.00 
25015;LAP;PARACETAMOL 120MG/5ML JBE  60ML;30/08/2027;PARACETAMOL; S/ 2.20 
25016;LAP;PARACETAMOL 120MG/5ML JBE 120ML;30/11/2028;PARACETAMOL; S/ 3.50 
30444;GEN;PARACETAMOL 160MG/5ML FCO X 90ML;30/05/2027;PARACETAMOL; S/ 6.50 
31043;LAP;PARACETAMOL 1G CJA X 100 TAB;31/10/2027;PARACETAMOL; S/ 22.00 
25019;LAP;PARACETAMOL 500MG X100 TAB;30/01/2029;PARACETAMOL; S/ 6.50 
25597;GEN;PARACETAMOL 500MG X100 TAB;30/08/2027;PARACETAMOL; S/ 7.50 
30604;LBF;PARADOLO EXTRA FORTE X 100 TAB REC;31/03/2027;PARACETAMOL+IBUPROFENO; S/ 26.50 
31103;MAR;PARAMIDOL 500MG X 100 TAB-PARACETAMOL;30/01/2029;PARACETAMOL; S/ 8.50 
30158;MAR;PARAMIDOL MIGRAñA X 100 TAB;30/11/2027;PARACETAMOL+AC.ACETTIL+CAFEINA; S/ 28.80 
29117;MAR;PARASITEL SUSPENSION 400MG/10ML X 5 FCOS;30/09/2027;ALBENDAZOL; S/ 28.00 
26984;LPC;PARDIL 500MG X  6 TABLETAS;31/07/2028;NITAZOXANIDA; S/ 10.20 
29768;BNH;PARIS 20MG X 4 TAB RECU-TADALAFILO;30/04/2027;TADALAFILO; S/ 8.00 
30145;BNH;PARIS 5MG X 28 TAB;30/04/2027;TADALAFILO; S/ 22.00 
31503;MAR;PENETRO SM 20% UNG.POTE X 100GR;30/09/2027;SALICILATO DE METILO.; S/ 14.50 
31458;MAR;PENETRO SM 20% UNG.POTE X 30GR;30/09/2027;SALICILATO DE METILO.; S/ 6.50 
28413;INTF;PHARMAPRED 20MG X 100 TAB -PREDNISONA;31/07/2027;PREDNISONA; S/ 38.00 
29950;INTF;PHARMAPRED 50MG X 100 TAB -PREDNISONA;30/09/2028;PREDNISONA; S/ 69.00 
21474;INTF;PHARMAPRED 5MG/5ML SUSP.ORAL X 100ML;31/10/2027;PREDNISONA; S/ 11.00 
26231;DEUT;PIASCLEDINE 300MG X 30 CAPS;30/04/2027;; S/ 149.00 
4194;APR;PIEL CLASSIC    24 CJA X 3 UNID;31/10/2030;PROFILACTICO; S/ 43.50 
25876;APR;PIEL CON AROS   24 CJA X 3 UNID;28/02/2030;PROFILACTICO; S/ 43.50 
25877;APR;PIEL ESPUELAS   24 CJA X 3 UNID;30/06/2030;PROFILACTICO; S/ 43.50 
29537;APR;PIEL FANT CHOC 24 CJA X 3 UNID;31/01/2030;PROFILACTICO; S/ 43.50 
28472;APR;PIEL FANT FRESA 24 CJA X 3 UND;31/01/2030;PROFILACTICO; S/ 43.50 
5940;APR;PIEL RETARDANTE 24 CJA X 3 UNID;31/07/2030;PROFILACTICO; S/ 63.50 
25875;APR;PIEL SENSITIVO  24 CJA X 3 UNID;28/02/2030;PROFILACTICO; S/ 43.50 
33663;APR;PIEL SUPER SEGURO 24 CJA X 3 UNID;30/09/2030;PROFILACTICO; S/ 43.50 
28636;APR;PIEL TRIPLE SENSACION 24 CJA X 3UNID;28/02/2030;PROFILACTICO; S/ 43.50 
30302;IQF;PIRALGINA 250MG/5ML X 50ML-METAMIZOL;31/01/2029;METAMIZOL; S/ 7.20 
31243;IQF;PIRALGINA 500MG X 100TABLETAS;31/10/2029;METAMIZOL SODICO; S/ 20.50 
27317;GEN;PIRANTEL 250MG X 60 TABLETAS;30/08/2026;PIRANTEL; S/ 26.00 
27053;GEN;PIRANTEL 250MG/5ML SUSP FCO 15ML;30/01/2028;PIRANTEL; S/ 6.00 
27825;AC;PIRIDOXINA 50MG X 100 TAB;31/03/2029;PIRIDOXINA; S/ 13.50 
25092;IQF;PIROXICAM 20MG X100 TAB;31/03/2029;PIROXICAM; S/ 7.00 
30139;INTF;PLAKIT 1.5MG X 1 TAB;31/05/2028;LEVONORGESTREL; S/ 2.00 
29109;PRL;PLIADINE PLUS 300MG CJA X 30 CAPS;30/04/2028;ACEITE DE AGUACATE; S/ 33.00 
30825;MGB;PLIDAN COMP FORTE X 1 AMP 5ML;31/03/2027;PROPINOXATO+LISINA CLONIXINATO; S/ 16.50 
30443;MGB;PLIDAN COMPUESTO 10MG+500MG X 100COMP.REC.;31/01/2028;ESCOPOLAMINA BUTIL+PARACETAMOL; S/ 84.00 
30747;BNH;PLIDOCHECK PLUS 400MG X100 CAP;31/01/2027;IBUPROFENO; S/ 27.00 
29329;LGE;POLCEM 6MG/ML SOL.ORAL X 10ML - IVERMECTINA;31/03/2029;IVERMECTINA; S/ 15.00 
30841;LAP;PORTIL NF CREMA X 20GR;31/05/2028;BETAMETA+GENTAMICINA+CLOTRIMAZ; S/ 3.50 
20880;GRI;POSTINOR 1 CJA X 1 COMPRIMIDOS;28/02/2030;LEVONORGESTREL; S/ 11.70 
29694;ROXF;POSULEN 90MG X 6 OVULOS;01/06/2028;POLICROSULENO 90MG.; S/ 22.90 
25886;QUI;PREDNISONA  5MG X100 COMP;31/01/2028;PREDNISONA; S/ 6.00 
22074;LAP;PREDNISONA  5MG X100 TAB;31/01/2028;PREDNISONA; S/ 4.50 
20852;FIN;PREDNISONA 50MG X100 TAB;30/12/2026;PREDNISONA; S/ 20.00 
28965;LAP;PREDNISONA 50MG X100 TAB;30/01/2029;PREDNISONA; S/ 30.00 
6267;LAP;PREDNISONA 5MG/5ML FCO X 60ML;30/10/2027;PREDNISONA; S/ 4.00 
31084;IQF;PREDNISONA 5MG/5ML JBE X 60ML;31/01/2028;PREDNISONA; S/ 4.50 
30144;BNH;PREGABALINA 150MG X 30 CAP;30/11/2027;PREGABALINA; S/ 22.50 
29838;BNH;PREGABALINA 75MG X 30 CAP;01/02/2028;PREGABALINA; S/ 15.50 
30709;DOL;PREXICORTEN 20MG CJA X 100 TAB;31/01/2027;PREDNISONA; S/ 36.00 
30653;DOL;PREXICORTEN 50 MG CJA X 100 TAB;31/10/2028;PREDNISONA; S/ 50.00 
30147;PRL;PROCILEV 25MG CAJA X 20 TAB;31/10/2027;LEVOSULPIRIDA; S/ 55.00 
26779;IDU;PROCOPS  50MG X 10 COMP (SILDENAFILO);28/02/2028;SILDENAFILO  50; S/ 11.00 
4312;MAV;PROCTOGEL CREMA R.TUBO X 30GR C/GRAN.APLICADORA;30/04/2028;TRIBENOSIDO 5% + LIDOCAINA 2%; S/ 19.00 
29040;CFM;PROFEKET 2.5% GEL X 30GR;30/05/2027;KETOPROFENO; S/ 13.00 
4375;SOF;PROFENID GEL 2.5% 30 GRAMOS;31/07/2026;KETOPROFENO; S/ 21.00 
27969;LGE;PRONADOL 120MG/5ML SOL.ORAL X 100ML;31/08/2027;PARACETAMOL-ANALGESIC.ANTIPIRE; S/ 7.00 
28589;LGE;PRONTEL 100MG/5ML SUSP X2 FCO;30/06/2028;; S/ 7.30 
31493;HNAT;PROPOLMIX AD NF FCO X 120ML;31/08/2027;PROPOLEO+MIEL+VIT.C; S/ 10.00 
31492;HNAT;PROPOLMIX KIDS FCO X 120ML;31/10/2027;CAMUCAMU+MENTA+PROPOLEO+MIEL; S/ 10.00 
22291;IQF;PROPRANOLOL 40MG X100 TAB;31/01/2029;PROPANOLOL; S/ 11.50 
6204;MAR;PROSTAL CJA X 100 CAPSULAS;30/08/2028;PYGEUM AFRICANUM EXTRACTO; S/ 128.00 
20858;SHE;PROSTANATUR 320MG X 30 CAP;31/05/2028;SERENOA REPENS; S/ 67.00 
195;PFI;PROVERA 5MG X30 TABLETAS.;30/03/2028;MEDROXIPROGESTERONA ACETATO; S/ 55.20 
3006;ROXF;PULMOL COMPUESTO X 120 ML JARABE;31/07/2028;DEXTROME+GUAIFENESINA+FENILEFR; S/ 13.00 
575;HER;PVM ADULTO VAINILLA X 460GR.;31/03/2028;PROTEINAS+VITAMINAS+MINERALES; S/ 45.00 
6515;HER;PVM JUNIOR CHOCOLATE X 360GR.;30/06/2028;PROTEINAS+VITAMINAS+MINERALES; S/ 38.50 
1384;HER;PVM JUNIOR VAINILLA X 360GR.;30/04/2028;PROTEINAS+VITAMINAS+MINERALES; S/ 38.50 
22080;HER;PYRIDIUM 100MG X100 TABLETAS;31/01/2028;FENAZOPIRIDINA; S/ 138.00 
30612;HER;PYRIDIUM-X FORTE X 200MG X 100 TAB;30/04/2027;FENAZOPIRIDINA; S/ 156.00 
395;ORG;QUADRIDERM EXTRA 0.05G+1G+0.1G CREMA X10GR.;30/11/2026;BETAMETA+GENTAMICINA+CLOTRIMAZ; S/ 11.50 
31498;MED;RAQUIFEROL D3 NF X 2ML;31/03/2027;COLECALCIFEROL200000+VIT.D+ANA; S/ 25.00 
33593;ANS;REDEX 100MG X 100 TAB.LIB.PROL.;31/10/2027;ORFENADRINA CITRATO; S/ 42.00 
33578;LAP;REDEX FLEX 450MG+35MG X 60 TABLETAS;31/10/2027;PARACETAMOL + ORFENADRINA; S/ 49.90 
26391;BAY;REDOXITOS TOTAL 10X5SACH.GOMITAS X80GR.;30/03/2027;VITAMINA C+VIT.D+ZINC; S/ 27.80 
5663;BAY;REDOXON TOTAL 3X10COMP.EFER.SAB.NATURAL A NARANJA;30/09/2027;VITAMINA C+VIT.D+ZINC; S/ 36.00 
30484;DPS;REFORCE 7.5G/50ML AMPOLLA CJA X 1;31/07/2028;VITAMINA C.; S/ 34.50 
5988;QUI;REPRIMAN 500MG X100 COMPRIMIDOS.;30/09/2027;METAMIZOL; S/ 20.00 
184;QUI;REPRIMAN GOTAS  X 10ML.;31/07/2027;METAMIZOL; S/ 8.00 
5989;QUI;REPRIMAN JARABE X 50ML.;30/10/2027;METAMIZOL; S/ 9.00 
25463;LAP;REUMAFROST UNG POTE X 100G NF;31/08/2027;SALIC METIL+ALC+MENT+ACEIT TRE; S/ 9.50 
27995;LAP;REUMAFROST UNG POTE X 30G NF;31/01/2028;SALIC METIL+ALC+MENT+ACEIT TRE; S/ 4.50 
25462;LAP;REUMAFROST UNG POTE X 60G NF;31/10/2027;SALIC METIL+ALC+MENT+ACEIT TRE; S/ 6.00 
20920;QME;REUMASOL NF POTE X 60GR;31/10/2027;SALICILI METILO+MENTOL+ALCANFO; S/ 10.50 
30657;IQF;REVERTIR 120MG X 30 CAPS;28/02/2027;ORLISTAT; S/ 67.30 
20974;LFT;REXALER 2.5MG/5ML DIEPHAR SOL.ORAL X 60MONODOSIS;29/02/2028;LEVOCETIRIZINA; S/ 39.00 
2308;TEV;RHINO-BB DM 0.9% GOTAS X 15ML;30/03/2027;CLORURO DE SODIO; S/ 10.80 
22930;EUR;RHINO-CLO 0.9% SOL.GOTAS X 15ML;30/06/2027;CLORURO DE SODIO; S/ 5.50 
33657;LUS;RHINO-DAZOL PLUS 1MG/ML X 15ML SOL.NASAL;31/07/2028;NAFAZOLINA CLORHIDRATO; S/ 25.00 
33522;LFT;RHINOPHAR 0.5MG/ML SOL.NASAL X 15ML;30/04/2027;OXIMETAZOLINA; S/ 12.00 
30846;BNH;RINOMAR BABIES ISOTONICO HIG DIARIA 30ML;31/01/2028;AGUA DE MAR-AGUA PURIFICADA; S/ 18.00 
31014;CFM;ROD-B SUPLEM NUTRI X 30 CAP BLANDAS;30/09/2026;VITAM B+COLI BIT+BIOT+INOSI; S/ 28.00 
4767;ROW;ROWACHOL NF CAJA X 100 CAPSULAS;31/01/2028;COLERETICO; S/ 136.00 
28729;ROXF;ROXTIL B CREMA X 10GR;30/11/2028;; S/ 4.80 
29685;ROXF;ROXTIL B CREMA X 20 GR.;30/05/2028;BETAMETA+GENTAMICINA+CLOTRIMAZ; S/ 5.40 
